ANIO,CCDD,NOMBREDD,CCPP,NOMBREPV,CCDI,NOMBREDI,CONGLOMERADO,NSELUA,UA,ESTRATO,RESFIN,REGION,FACTOR,CODIGO,P101A,P102_1,P102_2,P404AA_1,P404AA_2,P404AA_3,P404AA_4,P404AA_5,P404AA_6,P410AA,P410AB1,P410AB2,P410AC_CANT_1,P410AC_CANT_2,P410AD,P410AD1,P410AE,OMICAP400_02
2018.0,04,AREQUIPA,05,CAYLLOMA,20,MAJES,18798,00016,11,Granjas y Establos,Completa,Sierra,3.6873065015479876,Grandes productores/as agropecuarios/as,¿Persona natural?,Pase,¿Pecuaria?,Establo Lechero?,Pase,Pase,Pase,Pase,Pase,Establo lechero,3.0,0.0,0.0,120,50.0,Manual?,Otro,
2018.0,04,AREQUIPA,05,CAYLLOMA,20,MAJES,18799,00096,12,Granjas y Establos,Completa,Sierra,1.0241935483870968,Grandes productores/as agropecuarios/as,¿Empresa individual de responsabilidad limitada (EIRL)?,¿Agrícola?,¿Pecuaria?,Establo Lechero?,Centro de engorde vacuno?,Pase,Pase,Pase,Pase,Establo lechero,2.0,0.0,0.0,120,80.0,Manual?,Pozo,
2018.0,04,AREQUIPA,05,CAYLLOMA,20,MAJES,18799,00096,12,Granjas y Establos,Completa,Sierra,1.0241935483870968,Grandes productores/as agropecuarios/as,¿Empresa individual de responsabilidad limitada (EIRL)?,¿Agrícola?,¿Pecuaria?,Establo Lechero?,Centro de engorde vacuno?,Pase,Pase,Pase,Pase,Centro de engorde vacuno,6.0,3.0,0.0,600,90.0,Manual?,Pozo,
2018.0,04,AREQUIPA,05,CAYLLOMA,20,MAJES,18799,00096,12,Granjas y Establos,Completa,Sierra,1.0241935483870968,Grandes productores/as agropecuarios/as,¿Empresa individual de responsabilidad limitada (EIRL)?,¿Agrícola?,¿Pecuaria?,Pase,Pase,Granja porcina?,Pase,Pase,Pase,Granja porcina,2.0,1.0,0.0,350,800.0,Manual?,Pozo,
2018.0,04,AREQUIPA,05,CAYLLOMA,20,MAJES,18800,00098,13,Granjas y Establos,Completa,Sierra,1.0241935483870968,Grandes productores/as agropecuarios/as,¿Sociedad anónima cerrada (SAC)?,¿Agrícola?,¿Pecuaria?,Establo Lechero?,Pase,Pase,Pase,Pase,Pase,Establo lechero,40.0,0.0,15.0,000,9000.0,Automatico?,Pozo,
2018.0,04,AREQUIPA,02,CAMANA,04,MARISCAL CACERES,18812,00069,1,Granjas Avícolas,Completa,Costa,4.223076923076923,Grandes productores/as agropecuarios/as,¿Persona natural?,Pase,¿Pecuaria?,Pase,Pase,Pase,Pase,Granja avícola?,Pase,Granja avícola de pollo de engorde,6.0,4.0,0.0,400,21000.0,Manual?,Red pública,
2018.0,04,AREQUIPA,02,CAMANA,02,JOSE MARIA QUIMPER,18826,00008,1,Granjas y Establos,Completa,Costa,3.6873065015479876,Grandes productores/as agropecuarios/as,¿Persona natural?,¿Agrícola?,¿Pecuaria?,Pase,Pase,Granja porcina?,Pase,Pase,Pase,Granja porcina,12.0,0.0,0.0,020,75.0,Manual?,Red pública,
2018.0,04,AREQUIPA,02,CAMANA,02,JOSE MARIA QUIMPER,18826,00013,2,Granjas Avícolas,Completa,Costa,4.223076923076923,Grandes productores/as agropecuarios/as,¿Persona natural?,Pase,¿Pecuaria?,Pase,Pase,Pase,Pase,Granja avícola?,Pase,Granja avícola de pollo de engorde,5.0,5.0,2.0,000,100000.0,Manual?,Red pública,
2018.0,04,AREQUIPA,02,CAMANA,08,SAMUEL PASTOR,18834,00005,1,Granjas y Establos,Completa,Costa,3.6873065015479876,Grandes productores/as agropecuarios/as,¿Persona natural?,Pase,¿Pecuaria?,Pase,Pase,Granja porcina?,Pase,Pase,Pase,Granja porcina,6.0,0.0,0.0,040,60.0,Manual?,Pozo,
2018.0,04,AREQUIPA,01,AREQUIPA,28,YURA,18843,00020,1,Granjas y Establos,Completa,Sierra,3.6873065015479876,Grandes productores/as agropecuarios/as,¿Sociedad anónima cerrada (SAC)?,¿Agrícola?,¿Pecuaria?,Establo Lechero?,Pase,Pase,Pase,Pase,Pase,Establo lechero,4.0,0.0,1.0,250,250.0,Manual?,Manantial,
2018.0,04,AREQUIPA,01,AREQUIPA,24,UCHUMAYO,18859,00064,1,Granjas y Establos,Completa,Sierra,3.6873065015479876,Grandes productores/as agropecuarios/as,¿Empresa individual de responsabilidad limitada (EIRL)?,¿Agrícola?,¿Pecuaria?,Pase,Pase,Granja porcina?,Pase,Pase,Pase,Granja porcina,1.0,0.0,0.0,500,1000.0,Manual?,Río/riachuelo,
2018.0,04,AREQUIPA,01,AREQUIPA,24,UCHUMAYO,18859,00078,2,Granjas y Establos,Completa,Sierra,3.6873065015479876,Grandes productores/as agropecuarios/as,¿Empresa individual de responsabilidad limitada (EIRL)?,¿Agrícola?,¿Pecuaria?,Establo Lechero?,Centro de engorde vacuno?,Pase,Pase,Pase,Pase,Establo lechero,1.0,0.0,0.0,200,50.0,Manual?,Río/riachuelo,
2018.0,04,AREQUIPA,01,AREQUIPA,24,UCHUMAYO,18859,00078,2,Granjas y Establos,Completa,Sierra,3.6873065015479876,Grandes productores/as agropecuarios/as,¿Empresa individual de responsabilidad limitada (EIRL)?,¿Agrícola?,¿Pecuaria?,Establo Lechero?,Centro de engorde vacuno?,Pase,Pase,Pase,Pase,Centro de engorde vacuno,1.0,0.0,0.0,100,66.0,Manual?,Río/riachuelo,
2018.0,04,AREQUIPA,01,AREQUIPA,24,UCHUMAYO,18859,00078,2,Granjas y Establos,Completa,Sierra,3.6873065015479876,Grandes productores/as agropecuarios/as,¿Empresa individual de responsabilidad limitada (EIRL)?,¿Agrícola?,¿Pecuaria?,Pase,Pase,Granja porcina?,Pase,Pase,Pase,Granja porcina,1.0,0.0,0.0,100,160.0,Manual?,Río/riachuelo,
2018.0,04,AREQUIPA,01,AREQUIPA,24,UCHUMAYO,18859,00078,2,Granjas y Establos,Completa,Sierra,3.6873065015479876,Grandes productores/as agropecuarios/as,¿Empresa individual de responsabilidad limitada (EIRL)?,¿Agrícola?,¿Pecuaria?,Pase,Pase,Pase,Pase,Granja avícola?,Pase,Granja avícola de gallina de postura,1.0,0.0,0.0,010,600.0,Manual?,Río/riachuelo,
2018.0,04,AREQUIPA,01,AREQUIPA,24,UCHUMAYO,18860,00113,3,Granjas y Establos,Completa,Sierra,3.6873065015479876,Grandes productores/as agropecuarios/as,¿Persona natural?,¿Agrícola?,¿Pecuaria?,Establo Lechero?,Pase,Pase,Pase,Pase,Pase,Establo lechero,3.0,0.0,0.0,300,80.0,Manual?,Río/riachuelo,
2018.0,04,AREQUIPA,01,AREQUIPA,02,ALTO SELVA ALEGRE,18881,00057,2,Granjas y Establos,Completa,Sierra,3.6873065015479876,Grandes productores/as agropecuarios/as,¿Persona natural?,Pase,¿Pecuaria?,Pase,Pase,Granja porcina?,Pase,Pase,Pase,Granja porcina,1.0,0.0,0.0,040,100.0,Manual?,Red pública,
2018.0,04,AREQUIPA,01,AREQUIPA,02,ALTO SELVA ALEGRE,18881,00078,4,Granjas y Establos,Completa,Sierra,3.6873065015479876,Grandes productores/as agropecuarios/as,¿Persona natural?,Pase,¿Pecuaria?,Pase,Pase,Granja porcina?,Pase,Pase,Pase,Granja porcina,4.0,1.0,0.0,060,150.0,Manual?,Red pública,
2018.0,04,AREQUIPA,01,AREQUIPA,02,ALTO SELVA ALEGRE,18881,00080,5,Granjas y Establos,Completa,Sierra,3.6873065015479876,Grandes productores/as agropecuarios/as,¿Persona natural?,Pase,¿Pecuaria?,Pase,Pase,Granja porcina?,Pase,Pase,Pase,Granja porcina,1.0,4.0,0.0,030,75.0,Manual?,Red pública,
2018.0,04,AREQUIPA,01,AREQUIPA,22,SOCABAYA,18899,00090,1,Granjas y Establos,Completa,Sierra,3.6873065015479876,Grandes productores/as agropecuarios/as,¿Sociedad anónima cerrada (SAC)?,Pase,¿Pecuaria?,Establo Lechero?,Pase,Pase,Pase,Pase,Pase,Establo lechero,2.0,0.0,1.0,200,300.0,Automatico?,Red pública,
2018.0,04,AREQUIPA,01,AREQUIPA,22,SOCABAYA,18900,00125,2,Granjas y Establos,Completa,Sierra,3.6873065015479876,Grandes productores/as agropecuarios/as,¿Sociedad anónima cerrada (SAC)?,Pase,¿Pecuaria?,Pase,Centro de engorde vacuno?,Pase,Pase,Pase,Pase,Centro de engorde vacuno,2.0,0.0,0.0,400,500.0,Manual?,Pozo,
2018.0,04,AREQUIPA,01,AREQUIPA,22,SOCABAYA,18904,00100,3,Granjas y Establos,Completa,Sierra,1.0241935483870968,Grandes productores/as agropecuarios/as,¿Sociedad anónima cerrada (SAC)?,¿Agrícola?,¿Pecuaria?,Pase,Pase,Pase,Granja de cuyes?,Pase,Pase,Granja de cuyes,1.0,0.0,0.0,020,1200.0,Manual?,Pozo,
2018.0,04,AREQUIPA,01,AREQUIPA,08,LA JOYA,18946,00140,1,Granjas Avícolas,Completa,Costa,1.007936507936508,Grandes productores/as agropecuarios/as,¿Sociedad anónima cerrada (SAC)?,Pase,¿Pecuaria?,Pase,Pase,Pase,Pase,Granja avícola?,Pase,Granja avícola de pollo de engorde,75.0,22.0,40.0,000,2800000.0,Automatico?,Otro,
2018.0,04,AREQUIPA,01,AREQUIPA,08,LA JOYA,18946,00140,1,Granjas Avícolas,Completa,Costa,1.007936507936508,Grandes productores/as agropecuarios/as,¿Sociedad anónima cerrada (SAC)?,Pase,¿Pecuaria?,Pase,Pase,Pase,Pase,Granja avícola?,Pase,Granja avícola de gallina de postura,2.0,2.0,2.0,000,45000.0,Automatico?,Cisterna,
2018.0,04,AREQUIPA,01,AREQUIPA,08,LA JOYA,18947,00027,2,Granjas Avícolas,Completa,Costa,4.223076923076923,Grandes productores/as agropecuarios/as,Otro,Pase,¿Pecuaria?,Pase,Pase,Pase,Pase,Granja avícola?,Pase,Granja avícola de gallina de postura,5.0,1.0,1.0,000,50000.0,Manual?,Red pública,
2018.0,04,AREQUIPA,01,AREQUIPA,08,LA JOYA,18948,00061,3,Granjas y Establos,Completa,Costa,1.0241935483870968,Grandes productores/as agropecuarios/as,¿Empresa individual de responsabilidad limitada (EIRL)?,¿Agrícola?,¿Pecuaria?,Establo Lechero?,Pase,Pase,Pase,Pase,Pase,Establo lechero,30.0,0.0,4.0,000,1600.0,Automatico?,Red pública,
2018.0,04,AREQUIPA,01,AREQUIPA,08,LA JOYA,18949,00085,4,Granjas y Establos,Completa,Costa,3.6873065015479876,Grandes productores/as agropecuarios/as,¿Empresa individual de responsabilidad limitada (EIRL)?,¿Agrícola?,¿Pecuaria?,Establo Lechero?,Pase,Pase,Pase,Pase,Pase,Establo lechero,7.0,1.0,1.0,000,250.0,Manual?,Pozo,
2018.0,04,AREQUIPA,01,AREQUIPA,08,LA JOYA,18949,00132,6,Granjas Avícolas,Completa,Costa,4.223076923076923,Grandes productores/as agropecuarios/as,Otro,Pase,¿Pecuaria?,Pase,Pase,Granja porcina?,Pase,Pase,Pase,Granja porcina,5.0,1.0,0.0,500,1400.0,Manual?,Pozo,
2018.0,04,AREQUIPA,01,AREQUIPA,08,LA JOYA,18949,00132,6,Granjas Avícolas,Completa,Costa,4.223076923076923,Grandes productores/as agropecuarios/as,Otro,Pase,¿Pecuaria?,Pase,Pase,Pase,Pase,Granja avícola?,Pase,Granja avícola de gallina de postura,3.0,0.0,0.0,120,12000.0,Manual?,Pozo,
2018.0,04,AREQUIPA,01,AREQUIPA,08,LA JOYA,18949,00132,6,Granjas Avícolas,Completa,Costa,4.223076923076923,Grandes productores/as agropecuarios/as,Otro,Pase,¿Pecuaria?,Pase,Pase,Pase,Pase,Granja avícola?,Pase,Granja avícola de pavos de engorde,0.0,2.0,0.0,150,3000.0,Manual?,Pozo,
2018.0,04,AREQUIPA,01,AREQUIPA,25,VITOR,18955,00007,1,Empresa,Completa,Costa,1.0089686098654709,Grandes productores/as agropecuarios/as,Otro,¿Agrícola?,¿Pecuaria?,Pase,Centro de engorde vacuno?,Pase,Pase,Pase,Pase,Centro de engorde vacuno,0.0,1.0,0.0,300,100.0,Manual?,Manantial,
2018.0,04,AREQUIPA,01,AREQUIPA,25,VITOR,18955,00033,2,Granjas Avícolas,Completa,Costa,1.007936507936508,Grandes productores/as agropecuarios/as,¿Sociedad anónima cerrada (SAC)?,Pase,¿Pecuaria?,Pase,Pase,Pase,Pase,Granja avícola?,Pase,Granja avícola de gallina de postura,18.0,4.0,9.0,800,360000.0,Manual?,Cisterna,
2018.0,04,AREQUIPA,01,AREQUIPA,25,VITOR,18955,00033,2,Granjas Avícolas,Completa,Costa,1.007936507936508,Grandes productores/as agropecuarios/as,¿Sociedad anónima cerrada (SAC)?,Pase,¿Pecuaria?,Pase,Pase,Pase,Pase,Granja avícola?,Pase,Granja avícola de pavos de engorde,0.0,1.0,0.0,200,4000.0,Manual?,Cisterna,
2018.0,04,AREQUIPA,01,AREQUIPA,25,VITOR,18958,00040,3,Granjas y Establos,Completa,Costa,3.6873065015479876,Grandes productores/as agropecuarios/as,¿Sociedad anónima cerrada (SAC)?,¿Agrícola?,¿Pecuaria?,Establo Lechero?,Pase,Pase,Pase,Pase,Pase,Establo lechero,1.0,0.0,0.0,050,50.0,Manual?,Pozo,
2018.0,04,AREQUIPA,01,AREQUIPA,20,SANTA ISABEL DE SIGUAS,18964,00097,1,Empresa,Completa,Costa,7.315270935960592,Grandes productores/as agropecuarios/as,¿Sociedad anónima cerrada (SAC)?,¿Agrícola?,¿Pecuaria?,Establo Lechero?,Pase,Pase,Pase,Pase,Pase,Establo lechero,1.0,0.0,0.0,050,50.0,Manual?,Río/riachuelo,
2018.0,04,AREQUIPA,01,AREQUIPA,20,SANTA ISABEL DE SIGUAS,18964,00097,1,Empresa,Completa,Costa,7.315270935960592,Grandes productores/as agropecuarios/as,¿Sociedad anónima cerrada (SAC)?,¿Agrícola?,¿Pecuaria?,Pase,Pase,Granja porcina?,Pase,Pase,Pase,Granja porcina,0.0,1.0,0.0,010,20.0,Manual?,Río/riachuelo,
2018.0,04,AREQUIPA,01,AREQUIPA,20,SANTA ISABEL DE SIGUAS,18964,00097,1,Empresa,Completa,Costa,7.315270935960592,Grandes productores/as agropecuarios/as,¿Sociedad anónima cerrada (SAC)?,¿Agrícola?,¿Pecuaria?,Pase,Pase,Pase,Granja de cuyes?,Pase,Pase,Granja de cuyes,1.0,0.0,0.0,002,100.0,Manual?,Río/riachuelo,
2018.0,04,AREQUIPA,01,AREQUIPA,18,SAN JUAN DE SIGUAS,18965,00087,1,Granjas y Establos,Completa,Costa,3.6873065015479876,Grandes productores/as agropecuarios/as,¿Empresa individual de responsabilidad limitada (EIRL)?,¿Agrícola?,¿Pecuaria?,Establo Lechero?,Pase,Pase,Pase,Pase,Pase,Establo lechero,5.0,0.0,0.0,720,180.0,Manual?,Pozo,
2018.0,04,AREQUIPA,01,AREQUIPA,21,SANTA RITA DE SIGUAS,18966,00093,4,Granjas y Establos,Completa,Costa,3.6873065015479876,Grandes productores/as agropecuarios/as,¿Persona natural?,¿Agrícola?,¿Pecuaria?,Establo Lechero?,Pase,Pase,Pase,Pase,Pase,Establo lechero,4.0,0.0,0.0,500,100.0,Manual?,Río/riachuelo,
2018.0,04,AREQUIPA,01,AREQUIPA,21,SANTA RITA DE SIGUAS,18966,00097,7,Granjas y Establos,Completa,Costa,3.6873065015479876,Grandes productores/as agropecuarios/as,¿Persona natural?,¿Agrícola?,¿Pecuaria?,Establo Lechero?,Pase,Pase,Pase,Pase,Pase,Establo lechero,3.0,0.0,1.0,000,120.0,Manual?,Río/riachuelo,
2018.0,04,AREQUIPA,01,AREQUIPA,21,SANTA RITA DE SIGUAS,18966,00102,8,Granjas y Establos,Completa,Costa,3.6873065015479876,Grandes productores/as agropecuarios/as,¿Sociedad anónima cerrada (SAC)?,¿Agrícola?,¿Pecuaria?,Establo Lechero?,Pase,Pase,Pase,Pase,Pase,Establo lechero,20.0,0.0,3.0,000,1000.0,Manual?,Río/riachuelo,
2018.0,04,AREQUIPA,07,ISLAY,01,MOLLENDO,18969,00051,2,Granjas y Establos,Completa,Costa,1.0241935483870968,Grandes productores/as agropecuarios/as,¿Persona natural?,¿Agrícola?,¿Pecuaria?,Establo Lechero?,Pase,Pase,Pase,Pase,Pase,Establo lechero,3.0,0.0,0.0,100,25.0,Manual?,Río/riachuelo,
2018.0,04,AREQUIPA,07,ISLAY,01,MOLLENDO,18969,00051,2,Granjas y Establos,Completa,Costa,1.0241935483870968,Grandes productores/as agropecuarios/as,¿Persona natural?,¿Agrícola?,¿Pecuaria?,Pase,Pase,Pase,Granja de cuyes?,Pase,Pase,Granja de cuyes,2.0,0.0,0.0,015,1000.0,Manual?,Pozo,
2018.0,04,AREQUIPA,07,ISLAY,01,MOLLENDO,18970,00027,3,Granjas y Establos,Completa,Costa,3.6873065015479876,Grandes productores/as agropecuarios/as,¿Persona natural?,¿Agrícola?,¿Pecuaria?,Establo Lechero?,Pase,Pase,Pase,Pase,Pase,Establo lechero,1.0,0.0,0.0,060,25.0,Manual?,Río/riachuelo,
2018.0,04,AREQUIPA,07,ISLAY,01,MOLLENDO,18970,00041,4,Granjas y Establos,Completa,Costa,3.6873065015479876,Grandes productores/as agropecuarios/as,¿Persona natural?,¿Agrícola?,¿Pecuaria?,Establo Lechero?,Pase,Pase,Pase,Pase,Pase,Establo lechero,3.0,0.0,0.0,090,30.0,Manual?,Pozo,
2018.0,04,AREQUIPA,07,ISLAY,01,MOLLENDO,18970,00041,4,Granjas y Establos,Completa,Costa,3.6873065015479876,Grandes productores/as agropecuarios/as,¿Persona natural?,¿Agrícola?,¿Pecuaria?,Pase,Pase,Pase,Granja de cuyes?,Pase,Pase,Granja de cuyes,1.0,0.0,0.0,020,1200.0,Manual?,Otro,
2018.0,04,AREQUIPA,07,ISLAY,02,COCACHACRA,18972,00075,1,Granjas Avícolas,Completa,Costa,1.007936507936508,Grandes productores/as agropecuarios/as,¿Sociedad anónima cerrada (SAC)?,Pase,¿Pecuaria?,Pase,Pase,Pase,Pase,Granja avícola?,Pase,Granja avícola de pollo de engorde,6.0,4.0,7.0,500,400000.0,Manual?,Río/riachuelo,
2018.0,04,AREQUIPA,07,ISLAY,05,MEJIA,18980,00105,1,Granjas Avícolas,Completa,Costa,1.007936507936508,Grandes productores/as agropecuarios/as,¿Sociedad anónima cerrada (SAC)?,Pase,¿Pecuaria?,Pase,Pase,Granja porcina?,Pase,Pase,Pase,Granja porcina,92.0,3.0,9.0,450,110000.0,Automatico?,Río/riachuelo,
2018.0,04,AREQUIPA,07,ISLAY,05,MEJIA,18980,00105,1,Granjas Avícolas,Completa,Costa,1.007936507936508,Grandes productores/as agropecuarios/as,¿Sociedad anónima cerrada (SAC)?,Pase,¿Pecuaria?,Pase,Pase,Pase,Pase,Granja avícola?,Pase,Granja avícola de pollo de engorde,519.0,0.0,69.0,200,8946049.0,Automatico?,Pozo,
2018.0,04,AREQUIPA,07,ISLAY,05,MEJIA,18980,00105,1,Granjas Avícolas,Completa,Costa,1.007936507936508,Grandes productores/as agropecuarios/as,¿Sociedad anónima cerrada (SAC)?,Pase,¿Pecuaria?,Pase,Pase,Pase,Pase,Granja avícola?,Pase,Granja avícola de gallina de postura,18.0,0.0,8.0,800,1975360.0,Automatico?,Pozo,
2018.0,04,AREQUIPA,07,ISLAY,05,MEJIA,18980,00105,1,Granjas Avícolas,Completa,Costa,1.007936507936508,Grandes productores/as agropecuarios/as,¿Sociedad anónima cerrada (SAC)?,Pase,¿Pecuaria?,Pase,Pase,Pase,Pase,Granja avícola?,Pase,Granja avícola de reproductores padre de engorde,97.0,0.0,12.0,460,785700.0,Automatico?,Pozo,
2018.0,04,AREQUIPA,07,ISLAY,05,MEJIA,18980,00106,2,Granjas Avícolas,Completa,Costa,1.007936507936508,Grandes productores/as agropecuarios/as,¿Sociedad anónima cerrada (SAC)?,Pase,¿Pecuaria?,Pase,Pase,Pase,Pase,Granja avícola?,Pase,Granja avícola de pollo de engorde,20.0,5.0,3.0,800,220000.0,Manual?,Río/riachuelo,
2018.0,04,AREQUIPA,07,ISLAY,05,MEJIA,18980,00106,2,Granjas Avícolas,Completa,Costa,1.007936507936508,Grandes productores/as agropecuarios/as,¿Sociedad anónima cerrada (SAC)?,Pase,¿Pecuaria?,Pase,Pase,Pase,Pase,Granja avícola?,Pase,Granja avícola de gallina de postura,14.0,0.0,2.0,200,220000.0,Manual?,Río/riachuelo,
2018.0,04,AREQUIPA,07,ISLAY,05,MEJIA,18980,00106,2,Granjas Avícolas,Completa,Costa,1.007936507936508,Grandes productores/as agropecuarios/as,¿Sociedad anónima cerrada (SAC)?,Pase,¿Pecuaria?,Pase,Pase,Pase,Pase,Granja avícola?,Pase,Granja avícola de reproductores padre de engorde,1.0,1.0,0.0,990,200000.0,Manual?,Río/riachuelo,
2018.0,04,AREQUIPA,07,ISLAY,05,MEJIA,18980,00106,2,Granjas Avícolas,Completa,Costa,1.007936507936508,Grandes productores/as agropecuarios/as,¿Sociedad anónima cerrada (SAC)?,Pase,¿Pecuaria?,Pase,Pase,Pase,Pase,Granja avícola?,Pase,Granja avícola de reproductores padres de postura,1.0,0.0,1.0,400,210000.0,Manual?,Río/riachuelo,
2018.0,23,TACNA,03,JORGE BASADRE,01,LOCUMBA,19117,00112,1,Granjas Avícolas,Completa,Costa,4.223076923076923,Grandes productores/as agropecuarios/as,¿Persona natural?,Pase,¿Pecuaria?,Pase,Pase,Pase,Pase,Granja avícola?,Pase,Granja avícola de gallina de postura,1.0,0.0,0.0,030,2400.0,Manual?,Cisterna,
2018.0,23,TACNA,03,JORGE BASADRE,03,ITE,19118,00035,1,Granjas Avícolas,Completa,Costa,1.007936507936508,Grandes productores/as agropecuarios/as,¿Sociedad de responsabilidad limitada (SRL)?,Pase,¿Pecuaria?,Pase,Pase,Pase,Pase,Granja avícola?,Pase,Granja avícola de gallina de postura,4.0,2.0,0.0,500,36000.0,Automatico?,Pozo,
2018.0,23,TACNA,03,JORGE BASADRE,03,ITE,19119,00007,2,Granjas y Establos,Completa,Costa,3.6873065015479876,Grandes productores/as agropecuarios/as,¿Persona natural?,¿Agrícola?,¿Pecuaria?,Establo Lechero?,Pase,Pase,Pase,Pase,Pase,Establo lechero,5.0,0.0,1.0,100,1100.0,Manual?,Pozo,
2018.0,23,TACNA,03,JORGE BASADRE,03,ITE,19119,00090,3,Granjas y Establos,Completa,Costa,3.6873065015479876,Grandes productores/as agropecuarios/as,¿Persona natural?,¿Agrícola?,¿Pecuaria?,Establo Lechero?,Pase,Pase,Pase,Pase,Pase,Establo lechero,1.0,0.0,0.0,160,160.0,Manual?,Pozo,
2018.0,23,TACNA,01,TACNA,09,SAMA,19190,00037,1,Granjas Avícolas,Completa,Costa,1.007936507936508,Grandes productores/as agropecuarios/as,¿Sociedad anónima?,¿Agrícola?,¿Pecuaria?,Pase,Pase,Pase,Pase,Granja avícola?,Pase,Granja avícola de pollo de engorde,16.0,10.0,6.0,240,520000.0,Manual?,Cisterna,
2018.0,23,TACNA,01,TACNA,09,SAMA,19190,00037,1,Granjas Avícolas,Completa,Costa,1.007936507936508,Grandes productores/as agropecuarios/as,¿Sociedad anónima?,¿Agrícola?,¿Pecuaria?,Pase,Pase,Pase,Pase,Granja avícola?,Pase,Granja avícola de reproductores padre de engorde,5.0,4.0,0.0,900,36000.0,Manual?,Pozo,
2018.0,23,TACNA,01,TACNA,05,INCLAN,19192,00002,1,Granjas y Establos,Completa,Costa,3.6873065015479876,Grandes productores/as agropecuarios/as,¿Persona natural?,¿Agrícola?,¿Pecuaria?,Establo Lechero?,Pase,Pase,Pase,Pase,Pase,Establo lechero,3.0,0.0,0.0,250,250.0,Manual?,Río/riachuelo,
2018.0,23,TACNA,01,TACNA,05,INCLAN,19194,00009,2,Granjas y Establos,Completa,Costa,3.6873065015479876,Grandes productores/as agropecuarios/as,¿Persona natural?,¿Agrícola?,¿Pecuaria?,Establo Lechero?,Pase,Pase,Pase,Pase,Pase,Establo lechero,1.0,0.0,0.0,050,50.0,Manual?,Pozo,
2018.0,23,TACNA,01,TACNA,05,INCLAN,19194,00040,3,Granjas y Establos,Completa,Costa,3.6873065015479876,Grandes productores/as agropecuarios/as,¿Persona natural?,¿Agrícola?,¿Pecuaria?,Establo Lechero?,Pase,Pase,Pase,Pase,Pase,Establo lechero,1.0,0.0,0.0,060,60.0,Manual?,Pozo,
2018.0,23,TACNA,01,TACNA,05,INCLAN,19194,00194,4,Granjas y Establos,Completa,Costa,3.6873065015479876,Grandes productores/as agropecuarios/as,¿Persona natural?,¿Agrícola?,¿Pecuaria?,Establo Lechero?,Pase,Pase,Pase,Pase,Pase,Establo lechero,1.0,0.0,0.0,050,50.0,Manual?,Pozo,
2018.0,23,TACNA,01,TACNA,06,PACHIA,19221,00090,2,Granjas Avícolas,Completa,Sierra,4.223076923076923,Grandes productores/as agropecuarios/as,¿Persona natural?,¿Agrícola?,¿Pecuaria?,Pase,Pase,Pase,Pase,Granja avícola?,Pase,Granja avícola de pollo de engorde,3.0,3.0,0.0,162,10200.0,Manual?,Pozo,
2018.0,23,TACNA,01,TACNA,06,PACHIA,19222,00002,3,Granjas Avícolas,Completa,Sierra,4.223076923076923,Grandes productores/as agropecuarios/as,¿Persona natural?,Pase,¿Pecuaria?,Pase,Pase,Pase,Pase,Granja avícola?,Pase,Granja avícola de pollo de engorde,1.0,6.0,0.0,244,14652.0,Manual?,Red pública,
2018.0,23,TACNA,01,TACNA,06,PACHIA,19222,00005,4,Granjas Avícolas,Completa,Sierra,4.223076923076923,Grandes productores/as agropecuarios/as,¿Empresa individual de responsabilidad limitada (EIRL)?,Pase,¿Pecuaria?,Pase,Pase,Pase,Pase,Granja avícola?,Pase,Granja avícola de pollo de engorde,4.0,1.0,1.0,080,97200.0,Manual?,Cisterna,
2018.0,23,TACNA,01,TACNA,08,POCOLLAY,19231,00067,1,Granjas Avícolas,Completa,Costa,4.223076923076923,Grandes productores/as agropecuarios/as,¿Persona natural?,¿Agrícola?,¿Pecuaria?,Pase,Pase,Pase,Pase,Granja avícola?,Pase,Granja avícola de gallina de postura,3.0,9.0,0.0,720,36000.0,Manual?,Cisterna,
2018.0,23,TACNA,01,TACNA,01,TACNA,19237,00110,1,Granjas Avícolas,Completa,Costa,1.007936507936508,Grandes productores/as agropecuarios/as,¿Sociedad anónima cerrada (SAC)?,Pase,¿Pecuaria?,Pase,Pase,Pase,Pase,Granja avícola?,Pase,Granja avícola de pollo de engorde,24.0,9.0,5.0,300,388584.0,Manual?,Pozo,
2018.0,23,TACNA,01,TACNA,01,TACNA,19241,00102,3,Granjas Avícolas,Completa,Costa,4.223076923076923,Grandes productores/as agropecuarios/as,¿Empresa individual de responsabilidad limitada (EIRL)?,Pase,¿Pecuaria?,Pase,Pase,Pase,Pase,Granja avícola?,Pase,Granja avícola de gallina de postura,3.0,1.0,0.0,288,20000.0,Manual?,Cisterna,
2018.0,23,TACNA,01,TACNA,01,TACNA,19244,00097,5,Granjas Avícolas,Completa,Costa,4.223076923076923,Grandes productores/as agropecuarios/as,¿Persona natural?,¿Agrícola?,¿Pecuaria?,Pase,Pase,Pase,Granja de cuyes?,Pase,Pase,Granja de cuyes,1.0,0.0,0.0,010,600.0,Automatico?,Cisterna,
2018.0,23,TACNA,01,TACNA,01,TACNA,19248,00232,6,Granjas Avícolas,Completa,Costa,4.223076923076923,Grandes productores/as agropecuarios/as,¿Persona natural?,Pase,¿Pecuaria?,Pase,Pase,Pase,Pase,Granja avícola?,Pase,Granja avícola de pollo de engorde,0.0,1.0,0.0,018,1800.0,Manual?,Cisterna,
