ANIO,CCDD,NOMBREDD,CCPP,NOMBREPV,CCDI,NOMBREDI,CONGLOMERADO,NSELUA,UA,RESFIN,REGION,DOMINIO,FACTOR,CODIGO,P101A,P102_1,P102_2,P229C,P204_NOM_200C,P204_COD_200C,P229C_NOM,P229C_COD,P229D_CANT_ENT,P229D_CANT_DEC,P229D_UM,P229D_UM_COD,P229_EQUIV,P229E_1_CANT_ENT,P229E_1_CANT_DEC,P229E_PREC_ENT,P229E_PREC_DEC,P229E_VAL,P229E_1_PRE_KG,P229E_2_ENT,P229E_2_DEC,P229E_3_ENT,P229E_3_DEC,OMICAP200_02
2022.0,08,CUSCO,05,CANAS,01,YANAOCA,16496,00001,1,Completa,Sierra,Sierra Sur,145.8390476190476,Pequeños y medianos productores/as agropecuarios/as,,¿Agrícola?,¿Pecuaria?,1.0,PAPA BLANCA,2612,CHUÑO,4109.0,1.0,000,SACO,19,50.0,0.0,000,,,,,1.0,000,0.0,000,
2022.0,08,CUSCO,05,CANAS,01,YANAOCA,16496,00003,2,Completa,Sierra,Sierra Sur,145.8390476190476,Pequeños y medianos productores/as agropecuarios/as,,¿Agrícola?,¿Pecuaria?,1.0,"PAPA AMARGA, PAPA BLANCA, PAPA NATIVA","2610,2612,2615",CHUÑO,4109.0,166.0,000,KILOGRAMO,12,1.0,0.0,000,,,,,126.0,000,40.0,000,
2022.0,08,CUSCO,05,CANAS,01,YANAOCA,16496,00003,2,Completa,Sierra,Sierra Sur,145.8390476190476,Pequeños y medianos productores/as agropecuarios/as,,¿Agrícola?,¿Pecuaria?,2.0,HABA GRANO SECO,2505,HARINA DE HABA,4114.0,1.0,000,SACO,19,80.0,0.0,000,,,,,1.0,000,0.0,000,
2022.0,08,CUSCO,05,CANAS,01,YANAOCA,16496,00003,2,Completa,Sierra,Sierra Sur,145.8390476190476,Pequeños y medianos productores/as agropecuarios/as,,¿Agrícola?,¿Pecuaria?,3.0,CEBADA GRANO,2104,MORON,4124.0,0.0,500,SACO,19,80.0,0.0,000,,,,,0.0,500,0.0,000,
2022.0,08,CUSCO,05,CANAS,01,YANAOCA,16496,00003,2,Completa,Sierra,Sierra Sur,145.8390476190476,Pequeños y medianos productores/as agropecuarios/as,,¿Agrícola?,¿Pecuaria?,4.0,CEBADA GRANO,2104,HARINA DE CEBADA,4113.0,0.0,500,SACO,19,80.0,0.0,000,,,,,0.0,500,0.0,000,
2022.0,08,CUSCO,05,CANAS,01,YANAOCA,16496,00004,3,Completa,Sierra,Sierra Sur,145.8390476190476,Pequeños y medianos productores/as agropecuarios/as,,¿Agrícola?,¿Pecuaria?,1.0,PAPA NATIVA,2615,CHUÑO,4109.0,1.0,500,ARROBA,01,11.5,0.0,000,,,,,1.0,500,0.0,000,
2022.0,08,CUSCO,05,CANAS,01,YANAOCA,16496,00010,4,Completa,Sierra,Sierra Sur,145.8390476190476,Pequeños y medianos productores/as agropecuarios/as,,¿Agrícola?,¿Pecuaria?,1.0,PAPA NATIVA,2615,CHUÑO,4109.0,3.0,000,ARROBA,01,11.5,0.0,000,,,,,3.0,000,0.0,000,
2022.0,08,CUSCO,05,CANAS,01,YANAOCA,16496,00015,5,Completa,Sierra,Sierra Sur,145.8390476190476,Pequeños y medianos productores/as agropecuarios/as,,¿Agrícola?,¿Pecuaria?,1.0,PAPA BLANCA,2612,CHUÑO,4109.0,2.0,500,ARROBA,01,11.5,0.0,000,,,,,2.0,500,0.0,000,
2022.0,08,CUSCO,05,CANAS,01,YANAOCA,16496,00015,5,Completa,Sierra,Sierra Sur,145.8390476190476,Pequeños y medianos productores/as agropecuarios/as,,¿Agrícola?,¿Pecuaria?,2.0,CEBADA GRANO,2104,MORON,4124.0,3.0,000,ARROBA,01,11.5,0.0,000,,,,,3.0,000,0.0,000,
2022.0,08,CUSCO,05,CANAS,01,YANAOCA,16496,00019,6,Completa,Sierra,Sierra Sur,145.8390476190476,Pequeños y medianos productores/as agropecuarios/as,,¿Agrícola?,¿Pecuaria?,1.0,PAPA NATIVA,2615,CHUÑO,4109.0,2.0,000,SACO,19,100.0,0.0,000,,,,,1.0,500,0.0,500,
2022.0,08,CUSCO,05,CANAS,01,YANAOCA,16496,00019,6,Completa,Sierra,Sierra Sur,145.8390476190476,Pequeños y medianos productores/as agropecuarios/as,,¿Agrícola?,¿Pecuaria?,2.0,CEBADA GRANO,2104,HARINA DE CEBADA,4113.0,0.0,500,SACO,19,80.0,0.0,000,,,,,0.0,500,0.0,000,
2022.0,08,CUSCO,05,CANAS,01,YANAOCA,16496,00019,6,Completa,Sierra,Sierra Sur,145.8390476190476,Pequeños y medianos productores/as agropecuarios/as,,¿Agrícola?,¿Pecuaria?,3.0,CEBADA GRANO,2104,MORON,4124.0,0.0,500,SACO,19,80.0,0.0,000,,,,,0.0,500,0.0,000,
2022.0,08,CUSCO,05,CANAS,01,YANAOCA,16496,00026,7,Completa,Sierra,Sierra Sur,145.8390476190476,Pequeños y medianos productores/as agropecuarios/as,,¿Agrícola?,¿Pecuaria?,1.0,CEBADA GRANO,2104,MORON,4124.0,2.0,000,ARROBA,01,11.5,0.0,000,,,,,2.0,000,0.0,000,
2022.0,08,CUSCO,05,CANAS,01,YANAOCA,16496,00026,7,Completa,Sierra,Sierra Sur,145.8390476190476,Pequeños y medianos productores/as agropecuarios/as,,¿Agrícola?,¿Pecuaria?,2.0,CEBADA GRANO,2104,HARINA DE CEBADA,4113.0,2.0,000,ARROBA,01,11.5,0.0,000,,,,,2.0,000,0.0,000,
2022.0,08,CUSCO,05,CANAS,01,YANAOCA,16496,00026,7,Completa,Sierra,Sierra Sur,145.8390476190476,Pequeños y medianos productores/as agropecuarios/as,,¿Agrícola?,¿Pecuaria?,3.0,"PAPA BLANCA, PAPA NATIVA","2612,2615",CHUÑO,4109.0,67.0,250,KILOGRAMO,12,1.0,0.0,000,,,,,67.0,250,0.0,000,
2022.0,08,CUSCO,05,CANAS,01,YANAOCA,16496,00031,8,Completa,Sierra,Sierra Sur,145.8390476190476,Pequeños y medianos productores/as agropecuarios/as,,¿Agrícola?,¿Pecuaria?,1.0,CEBADA GRANO,2104,MORON,4124.0,1.0,000,ARROBA,01,11.5,0.0,000,,,,,1.0,000,0.0,000,
2022.0,08,CUSCO,05,CANAS,01,YANAOCA,16496,00031,8,Completa,Sierra,Sierra Sur,145.8390476190476,Pequeños y medianos productores/as agropecuarios/as,,¿Agrícola?,¿Pecuaria?,2.0,CEBADA GRANO,2104,HARINA DE CEBADA,4113.0,1.0,000,ARROBA,01,11.5,0.0,000,,,,,1.0,000,0.0,000,
2022.0,08,CUSCO,05,CANAS,01,YANAOCA,16496,00031,8,Completa,Sierra,Sierra Sur,145.8390476190476,Pequeños y medianos productores/as agropecuarios/as,,¿Agrícola?,¿Pecuaria?,3.0,PAPA NATIVA,2615,CHUÑO,4109.0,6.0,000,ARROBA,01,11.5,0.0,000,,,,,6.0,000,0.0,000,
2022.0,08,CUSCO,05,CANAS,01,YANAOCA,16496,00032,9,Completa,Sierra,Sierra Sur,145.8390476190476,Pequeños y medianos productores/as agropecuarios/as,,¿Agrícola?,¿Pecuaria?,1.0,CEBADA GRANO,2104,MORON,4124.0,3.0,000,ARROBA,01,11.5,0.0,000,,,,,3.0,000,0.0,000,
2022.0,08,CUSCO,05,CANAS,01,YANAOCA,16496,00041,10,Completa,Sierra,Sierra Sur,145.8390476190476,Pequeños y medianos productores/as agropecuarios/as,,¿Agrícola?,Pase,1.0,PAPA BLANCA,2612,CHUÑO,4109.0,2.0,000,ARROBA,01,11.5,0.0,000,,,,,2.0,000,0.0,000,
2022.0,08,CUSCO,05,CANAS,01,YANAOCA,16496,00045,11,Completa,Sierra,Sierra Sur,145.8390476190476,Pequeños y medianos productores/as agropecuarios/as,,¿Agrícola?,¿Pecuaria?,1.0,PAPA NATIVA,2615,CHUÑO,4109.0,4.0,500,ARROBA,01,11.5,0.0,000,,,,,4.0,000,0.0,500,
2022.0,08,CUSCO,05,CANAS,01,YANAOCA,16496,00061,13,Completa,Sierra,Sierra Sur,145.8390476190476,Pequeños y medianos productores/as agropecuarios/as,,¿Agrícola?,¿Pecuaria?,1.0,PAPA BLANCA,2612,CHUÑO,4109.0,1.0,000,SACO,19,50.0,0.0,000,,,,,1.0,000,0.0,000,
2022.0,08,CUSCO,05,CANAS,01,YANAOCA,16496,00061,13,Completa,Sierra,Sierra Sur,145.8390476190476,Pequeños y medianos productores/as agropecuarios/as,,¿Agrícola?,¿Pecuaria?,2.0,CEBADA GRANO,2104,MORON,4124.0,0.0,500,ARROBA,01,11.5,0.0,000,,,,,0.0,500,0.0,000,
2022.0,08,CUSCO,05,CANAS,01,YANAOCA,16496,00067,14,Completa,Sierra,Sierra Sur,145.8390476190476,Pequeños y medianos productores/as agropecuarios/as,,¿Agrícola?,¿Pecuaria?,1.0,"PAPA BLANCA, PAPA NATIVA","2612,2615",CHUÑO,4109.0,56.0,500,KILOGRAMO,12,1.0,0.0,000,,,,,56.0,500,0.0,000,
2022.0,08,CUSCO,05,CANAS,01,YANAOCA,16496,00067,14,Completa,Sierra,Sierra Sur,145.8390476190476,Pequeños y medianos productores/as agropecuarios/as,,¿Agrícola?,¿Pecuaria?,2.0,CEBADA GRANO,2104,HARINA DE CEBADA,4113.0,0.0,500,SACO,19,80.0,0.0,000,,,,,0.0,500,0.0,000,
2022.0,08,CUSCO,05,CANAS,01,YANAOCA,16496,00067,14,Completa,Sierra,Sierra Sur,145.8390476190476,Pequeños y medianos productores/as agropecuarios/as,,¿Agrícola?,¿Pecuaria?,3.0,CEBADA GRANO,2104,MORON,4124.0,0.0,500,SACO,19,80.0,0.0,000,,,,,0.0,500,0.0,000,
2022.0,08,CUSCO,05,CANAS,01,YANAOCA,16496,00093,15,Completa,Sierra,Sierra Sur,145.8390476190476,Pequeños y medianos productores/as agropecuarios/as,,¿Agrícola?,¿Pecuaria?,1.0,"PAPA BLANCA, PAPA NATIVA","2612,2615",CHUÑO,4109.0,84.0,500,KILOGRAMO,12,1.0,0.0,000,,,,,84.0,500,0.0,000,
2022.0,08,CUSCO,05,CANAS,07,QUEHUE,16513,00026,1,Completa,Sierra,Sierra Sur,145.83904761904762,Pequeños y medianos productores/as agropecuarios/as,,¿Agrícola?,¿Pecuaria?,1.0,CEBADA GRANO,2104,MORON,4124.0,4.0,000,ARROBA,01,11.5,0.0,000,,,,,4.0,000,0.0,000,
2022.0,08,CUSCO,05,CANAS,07,QUEHUE,16513,00026,1,Completa,Sierra,Sierra Sur,145.83904761904762,Pequeños y medianos productores/as agropecuarios/as,,¿Agrícola?,¿Pecuaria?,2.0,CEBADA GRANO,2104,HARINA DE CEBADA,4113.0,2.0,000,ARROBA,01,11.5,0.0,000,,,,,2.0,000,0.0,000,
2022.0,08,CUSCO,05,CANAS,07,QUEHUE,16513,00026,1,Completa,Sierra,Sierra Sur,145.83904761904762,Pequeños y medianos productores/as agropecuarios/as,,¿Agrícola?,¿Pecuaria?,3.0,HABA GRANO SECO,2505,HARINA DE HABA,4114.0,1.0,000,ARROBA,01,11.5,0.0,000,,,,,1.0,000,0.0,000,
2022.0,08,CUSCO,05,CANAS,07,QUEHUE,16513,00026,1,Completa,Sierra,Sierra Sur,145.83904761904762,Pequeños y medianos productores/as agropecuarios/as,,¿Agrícola?,¿Pecuaria?,4.0,"PAPA AMARGA, PAPA NATIVA","2610,2615",CHUÑO,4109.0,6.0,000,SACO,19,60.0,0.0,000,,,,,6.0,000,0.0,000,
2022.0,08,CUSCO,05,CANAS,07,QUEHUE,16513,00055,2,Completa,Sierra,Sierra Sur,145.83904761904762,Pequeños y medianos productores/as agropecuarios/as,,¿Agrícola?,¿Pecuaria?,1.0,PAPA NATIVA,2615,CHUÑO,4109.0,7.0,000,ARROBA,01,11.5,0.0,000,,,,,7.0,000,0.0,000,
2022.0,08,CUSCO,05,CANAS,07,QUEHUE,16513,00055,2,Completa,Sierra,Sierra Sur,145.83904761904762,Pequeños y medianos productores/as agropecuarios/as,,¿Agrícola?,¿Pecuaria?,2.0,CAÑIHUA,2103,HARINA DE CAÑIHUA,4141.0,0.0,500,ARROBA,01,11.5,0.0,000,,,,,0.0,500,0.0,000,
2022.0,08,CUSCO,05,CANAS,07,QUEHUE,16513,00055,2,Completa,Sierra,Sierra Sur,145.83904761904762,Pequeños y medianos productores/as agropecuarios/as,,¿Agrícola?,¿Pecuaria?,3.0,CEBADA GRANO,2104,MORON,4124.0,15.0,000,KILOGRAMO,12,1.0,0.0,000,,,,,15.0,000,0.0,000,
2022.0,08,CUSCO,05,CANAS,07,QUEHUE,16513,00055,2,Completa,Sierra,Sierra Sur,145.83904761904762,Pequeños y medianos productores/as agropecuarios/as,,¿Agrícola?,¿Pecuaria?,4.0,CEBADA GRANO,2104,HARINA DE CEBADA,4113.0,35.0,000,KILOGRAMO,12,1.0,0.0,000,,,,,35.0,000,0.0,000,
2022.0,08,CUSCO,05,CANAS,07,QUEHUE,16513,00060,3,Completa,Sierra,Sierra Sur,145.83904761904762,Pequeños y medianos productores/as agropecuarios/as,,¿Agrícola?,¿Pecuaria?,1.0,PAPA NATIVA,2615,CHUÑO,4109.0,6.0,000,ARROBA,01,11.5,0.0,000,,,,,6.0,000,0.0,000,
2022.0,08,CUSCO,05,CANAS,07,QUEHUE,16513,00072,5,Completa,Sierra,Sierra Sur,145.83904761904762,Pequeños y medianos productores/as agropecuarios/as,,¿Agrícola?,¿Pecuaria?,1.0,PAPA AMARGA,2610,CHUÑO,4109.0,2.0,000,CARGA,09,50.0,0.0,000,,,,,2.0,000,0.0,000,
2022.0,08,CUSCO,05,CANAS,07,QUEHUE,16513,00072,5,Completa,Sierra,Sierra Sur,145.83904761904762,Pequeños y medianos productores/as agropecuarios/as,,¿Agrícola?,¿Pecuaria?,2.0,CEBADA GRANO,2104,HARINA DE CEBADA,4113.0,1.0,500,CARGA,09,60.0,0.0,000,,,,,1.0,500,0.0,000,
2022.0,08,CUSCO,05,CANAS,07,QUEHUE,16513,00080,6,Completa,Sierra,Sierra Sur,145.83904761904762,Pequeños y medianos productores/as agropecuarios/as,,¿Agrícola?,¿Pecuaria?,1.0,PAPA NATIVA,2615,CHUÑO,4109.0,10.0,000,ARROBA,01,11.5,0.0,000,,,,,5.0,000,5.0,000,
2022.0,08,CUSCO,05,CANAS,07,QUEHUE,16513,00093,7,Completa,Sierra,Sierra Sur,145.83904761904762,Pequeños y medianos productores/as agropecuarios/as,,¿Agrícola?,¿Pecuaria?,1.0,CEBADA GRANO,2104,HARINA DE CEBADA,4113.0,44.0,000,KILOGRAMO,12,1.0,0.0,000,,,,,44.0,000,0.0,000,
2022.0,08,CUSCO,05,CANAS,07,QUEHUE,16513,00093,7,Completa,Sierra,Sierra Sur,145.83904761904762,Pequeños y medianos productores/as agropecuarios/as,,¿Agrícola?,¿Pecuaria?,2.0,CEBADA GRANO,2104,MORON,4124.0,37.0,000,KILOGRAMO,12,1.0,0.0,000,,,,,37.0,000,0.0,000,
2022.0,08,CUSCO,05,CANAS,07,QUEHUE,16513,00093,7,Completa,Sierra,Sierra Sur,145.83904761904762,Pequeños y medianos productores/as agropecuarios/as,,¿Agrícola?,¿Pecuaria?,3.0,"PAPA AMARGA, PAPA NATIVA","2610,2615",CHUÑO,4109.0,8.0,500,SACO,19,50.0,0.0,000,,,,,8.0,500,0.0,000,
2022.0,08,CUSCO,05,CANAS,07,QUEHUE,16513,00095,8,Completa,Sierra,Sierra Sur,145.83904761904762,Pequeños y medianos productores/as agropecuarios/as,,¿Agrícola?,¿Pecuaria?,1.0,PAPA NATIVA,2615,CHUÑO,4109.0,6.0,000,ARROBA,01,11.5,0.0,000,,,,,6.0,000,0.0,000,
2022.0,08,CUSCO,05,CANAS,07,QUEHUE,16513,00102,9,Completa,Sierra,Sierra Sur,145.83904761904762,Pequeños y medianos productores/as agropecuarios/as,,¿Agrícola?,¿Pecuaria?,1.0,PAPA NATIVA,2615,CHUÑO,4109.0,3.0,000,ARROBA,01,11.5,0.0,000,,,,,3.0,000,0.0,000,
2022.0,08,CUSCO,05,CANAS,07,QUEHUE,16513,00122,10,Completa,Sierra,Sierra Sur,145.83904761904762,Pequeños y medianos productores/as agropecuarios/as,,¿Agrícola?,¿Pecuaria?,1.0,PAPA AMARGA,2610,CHUÑO,4109.0,1.0,500,CARGA,09,50.0,0.0,000,,,,,1.0,500,0.0,000,
2022.0,08,CUSCO,05,CANAS,07,QUEHUE,16513,00127,11,Completa,Sierra,Sierra Sur,145.83904761904762,Pequeños y medianos productores/as agropecuarios/as,,¿Agrícola?,¿Pecuaria?,1.0,PAPA AMARGA,2610,CHUÑO,4109.0,6.0,000,ARROBA,01,11.5,0.0,000,,,,,6.0,000,0.0,000,
2022.0,08,CUSCO,05,CANAS,07,QUEHUE,16513,00159,12,Completa,Sierra,Sierra Sur,145.83904761904762,Pequeños y medianos productores/as agropecuarios/as,,¿Agrícola?,¿Pecuaria?,1.0,PAPA AMARGA,2610,CHUÑO,4109.0,4.0,000,ARROBA,01,11.5,0.0,000,,,,,4.0,000,0.0,000,
2022.0,08,CUSCO,05,CANAS,07,QUEHUE,16513,00168,13,Completa,Sierra,Sierra Sur,145.83904761904762,Pequeños y medianos productores/as agropecuarios/as,,¿Agrícola?,¿Pecuaria?,1.0,"PAPA AMARGA, PAPA NATIVA","2610,2615",CHUÑO,4109.0,7.0,500,ARROBA,01,11.5,0.0,000,,,,,7.0,500,0.0,000,
2022.0,08,CUSCO,05,CANAS,07,QUEHUE,16513,00222,15,Completa,Sierra,Sierra Sur,145.83904761904762,Pequeños y medianos productores/as agropecuarios/as,,¿Agrícola?,¿Pecuaria?,1.0,HABA GRANO SECO,2505,HARINA DE HABA,4114.0,2.0,000,ARROBA,01,11.5,0.0,000,,,,,2.0,000,0.0,000,
2022.0,08,CUSCO,05,CANAS,03,KUNTURKANKI,16530,00003,1,Completa,Sierra,Sierra Sur,145.8390476190476,Pequeños y medianos productores/as agropecuarios/as,,¿Agrícola?,¿Pecuaria?,1.0,PAPA NATIVA,2615,CHUÑO,4109.0,7.0,000,ARROBA,01,11.5,0.0,000,,,,,7.0,000,0.0,000,
2022.0,08,CUSCO,05,CANAS,03,KUNTURKANKI,16530,00029,2,Completa,Sierra,Sierra Sur,145.8390476190476,Pequeños y medianos productores/as agropecuarios/as,,¿Agrícola?,¿Pecuaria?,1.0,PAPA BLANCA,2612,CHUÑO,4109.0,10.0,000,KILOGRAMO,12,1.0,0.0,000,,,,,10.0,000,0.0,000,
2022.0,08,CUSCO,05,CANAS,03,KUNTURKANKI,16530,00036,3,Completa,Sierra,Sierra Sur,145.8390476190476,Pequeños y medianos productores/as agropecuarios/as,,¿Agrícola?,¿Pecuaria?,1.0,PAPA NATIVA,2615,CHUÑO,4109.0,8.0,000,ARROBA,01,11.5,0.0,000,,,,,8.0,000,0.0,000,
2022.0,08,CUSCO,05,CANAS,03,KUNTURKANKI,16530,00093,6,Completa,Sierra,Sierra Sur,145.8390476190476,Pequeños y medianos productores/as agropecuarios/as,,¿Agrícola?,¿Pecuaria?,1.0,HABA GRANO SECO,2505,HARINA DE HABA,4114.0,0.0,500,ARROBA,01,11.5,0.0,000,,,,,0.0,500,0.0,000,
2022.0,08,CUSCO,05,CANAS,03,KUNTURKANKI,16530,00093,6,Completa,Sierra,Sierra Sur,145.8390476190476,Pequeños y medianos productores/as agropecuarios/as,,¿Agrícola?,¿Pecuaria?,2.0,TRIGO,2113,HARINA DE TRIGO,4118.0,0.0,500,ARROBA,01,11.5,0.0,000,,,,,0.0,500,0.0,000,
2022.0,08,CUSCO,05,CANAS,03,KUNTURKANKI,16530,00100,7,Completa,Sierra,Sierra Sur,145.8390476190476,Pequeños y medianos productores/as agropecuarios/as,,¿Agrícola?,¿Pecuaria?,1.0,PAPA BLANCA,2612,CHUÑO,4109.0,2.0,000,SACO,19,80.0,0.0,000,,,,,2.0,000,0.0,000,
2022.0,08,CUSCO,05,CANAS,03,KUNTURKANKI,16530,00113,9,Completa,Sierra,Sierra Sur,145.8390476190476,Pequeños y medianos productores/as agropecuarios/as,,¿Agrícola?,¿Pecuaria?,1.0,PAPA AMARGA,2610,CHUÑO,4109.0,4.0,000,ARROBA,01,11.5,0.0,000,,,,,4.0,000,0.0,000,
2022.0,08,CUSCO,05,CANAS,03,KUNTURKANKI,16530,00141,11,Completa,Sierra,Sierra Sur,145.8390476190476,Pequeños y medianos productores/as agropecuarios/as,,¿Agrícola?,¿Pecuaria?,1.0,PAPA AMARGA,2610,CHUÑO,4109.0,8.0,000,ARROBA,01,11.5,0.0,000,,,,,7.0,000,1.0,000,
2022.0,08,CUSCO,05,CANAS,03,KUNTURKANKI,16530,00207,15,Completa,Sierra,Sierra Sur,145.8390476190476,Pequeños y medianos productores/as agropecuarios/as,,¿Agrícola?,¿Pecuaria?,1.0,PAPA AMARGA,2610,CHUÑO,4109.0,5.0,000,SACO,19,70.0,2.0,000,350.0,00,700.0,5.0,3.0,000,0.0,000,
2022.0,08,CUSCO,05,CANAS,05,LAYO,16547,00001,1,Completa,Sierra,Sierra Sur,136.11644444444445,Pequeños y medianos productores/as agropecuarios/as,,¿Agrícola?,¿Pecuaria?,1.0,PAPA BLANCA,2612,CHUÑO,4109.0,5.0,000,ARROBA,01,11.5,0.0,000,,,,,5.0,000,0.0,000,
2022.0,08,CUSCO,05,CANAS,05,LAYO,16547,00009,2,Completa,Sierra,Sierra Sur,136.11644444444445,Pequeños y medianos productores/as agropecuarios/as,,¿Agrícola?,¿Pecuaria?,1.0,PAPA BLANCA,2612,CHUÑO,4109.0,4.0,000,ARROBA,01,11.5,0.0,000,,,,,4.0,000,0.0,000,
2022.0,08,CUSCO,05,CANAS,05,LAYO,16547,00048,3,Completa,Sierra,Sierra Sur,136.11644444444445,Pequeños y medianos productores/as agropecuarios/as,,¿Agrícola?,¿Pecuaria?,1.0,PAPA BLANCA,2612,CHUÑO,4109.0,1.0,500,ARROBA,01,11.5,0.0,000,,,,,1.0,500,0.0,000,
2022.0,08,CUSCO,05,CANAS,05,LAYO,16547,00048,3,Completa,Sierra,Sierra Sur,136.11644444444445,Pequeños y medianos productores/as agropecuarios/as,,¿Agrícola?,¿Pecuaria?,2.0,HABA GRANO SECO,2505,HARINA DE HABA,4114.0,1.0,000,ARROBA,01,11.5,0.0,000,,,,,1.0,000,0.0,000,
2022.0,08,CUSCO,05,CANAS,05,LAYO,16547,00049,4,Completa,Sierra,Sierra Sur,136.11644444444445,Pequeños y medianos productores/as agropecuarios/as,,¿Agrícola?,¿Pecuaria?,1.0,HABA GRANO SECO,2505,HARINA DE HABA,4114.0,1.0,000,ARROBA,01,11.5,0.0,000,,,,,1.0,000,0.0,000,
2022.0,08,CUSCO,05,CANAS,05,LAYO,16547,00049,4,Completa,Sierra,Sierra Sur,136.11644444444445,Pequeños y medianos productores/as agropecuarios/as,,¿Agrícola?,¿Pecuaria?,2.0,TRIGO,2113,TRIGO MOTE,4137.0,9.0,000,KILOGRAMO,12,1.0,0.0,000,,,,,9.0,000,0.0,000,
2022.0,08,CUSCO,05,CANAS,05,LAYO,16547,00049,4,Completa,Sierra,Sierra Sur,136.11644444444445,Pequeños y medianos productores/as agropecuarios/as,,¿Agrícola?,¿Pecuaria?,3.0,PAPA BLANCA,2612,CHUÑO,4109.0,3.0,000,ARROBA,01,11.5,0.0,000,,,,,3.0,000,0.0,000,
2022.0,08,CUSCO,05,CANAS,05,LAYO,16547,00066,5,Completa,Sierra,Sierra Sur,136.11644444444445,Pequeños y medianos productores/as agropecuarios/as,,¿Agrícola?,¿Pecuaria?,1.0,CEBADA GRANO,2104,MORON,4124.0,9.0,000,KILOGRAMO,12,1.0,0.0,000,,,,,9.0,000,0.0,000,
2022.0,08,CUSCO,05,CANAS,05,LAYO,16547,00066,5,Completa,Sierra,Sierra Sur,136.11644444444445,Pequeños y medianos productores/as agropecuarios/as,,¿Agrícola?,¿Pecuaria?,2.0,PAPA BLANCA,2612,CHUÑO,4109.0,5.0,000,ARROBA,01,11.5,0.0,000,,,,,5.0,000,0.0,000,
2022.0,08,CUSCO,05,CANAS,05,LAYO,16547,00075,6,Completa,Sierra,Sierra Sur,136.11644444444445,Pequeños y medianos productores/as agropecuarios/as,,¿Agrícola?,¿Pecuaria?,1.0,PAPA NATIVA,2615,CHUÑO,4109.0,3.0,000,ARROBA,01,11.5,0.0,000,,,,,3.0,000,0.0,000,
2022.0,08,CUSCO,05,CANAS,05,LAYO,16547,00077,7,Completa,Sierra,Sierra Sur,136.11644444444445,Pequeños y medianos productores/as agropecuarios/as,,¿Agrícola?,¿Pecuaria?,1.0,PAPA NATIVA,2615,CHUÑO,4109.0,8.0,000,ARROBA,01,11.5,4.0,000,60.0,00,240.0,5.2174,2.0,000,2.0,000,
2022.0,08,CUSCO,05,CANAS,05,LAYO,16547,00077,7,Completa,Sierra,Sierra Sur,136.11644444444445,Pequeños y medianos productores/as agropecuarios/as,,¿Agrícola?,¿Pecuaria?,2.0,CEBADA GRANO,2104,MORON,4124.0,5.0,000,ARROBA,01,11.5,0.0,000,,,,,5.0,000,0.0,000,
2022.0,08,CUSCO,05,CANAS,05,LAYO,16547,00077,7,Completa,Sierra,Sierra Sur,136.11644444444445,Pequeños y medianos productores/as agropecuarios/as,,¿Agrícola?,¿Pecuaria?,3.0,CEBADA GRANO,2104,HARINA DE CEBADA,4113.0,4.0,000,ARROBA,01,11.5,0.0,000,,,,,4.0,000,0.0,000,
2022.0,08,CUSCO,05,CANAS,05,LAYO,16547,00077,7,Completa,Sierra,Sierra Sur,136.11644444444445,Pequeños y medianos productores/as agropecuarios/as,,¿Agrícola?,¿Pecuaria?,4.0,HABA GRANO SECO,2505,HARINA DE HABA,4114.0,6.0,000,ARROBA,01,11.5,0.0,000,,,,,6.0,000,0.0,000,
2022.0,08,CUSCO,05,CANAS,05,LAYO,16547,00092,8,Completa,Sierra,Sierra Sur,136.11644444444445,Pequeños y medianos productores/as agropecuarios/as,,¿Agrícola?,¿Pecuaria?,1.0,CEBADA GRANO,2104,MORON,4124.0,9.0,000,KILOGRAMO,12,1.0,0.0,000,,,,,9.0,000,0.0,000,
2022.0,08,CUSCO,05,CANAS,05,LAYO,16547,00098,9,Completa,Sierra,Sierra Sur,136.11644444444445,Pequeños y medianos productores/as agropecuarios/as,,¿Agrícola?,¿Pecuaria?,1.0,PAPA NATIVA,2615,CHUÑO,4109.0,3.0,000,ARROBA,01,11.5,0.0,000,,,,,3.0,000,0.0,000,
2022.0,08,CUSCO,05,CANAS,05,LAYO,16547,00098,9,Completa,Sierra,Sierra Sur,136.11644444444445,Pequeños y medianos productores/as agropecuarios/as,,¿Agrícola?,¿Pecuaria?,2.0,HABA GRANO SECO,2505,HARINA DE HABA,4114.0,1.0,000,ARROBA,01,11.5,0.0,000,,,,,1.0,000,0.0,000,
2022.0,08,CUSCO,05,CANAS,05,LAYO,16547,00112,10,Completa,Sierra,Sierra Sur,136.11644444444445,Pequeños y medianos productores/as agropecuarios/as,,¿Agrícola?,¿Pecuaria?,1.0,PAPA NATIVA,2615,CHUÑO,4109.0,3.0,000,ARROBA,01,11.5,0.0,000,,,,,3.0,000,0.0,000,
2022.0,08,CUSCO,05,CANAS,05,LAYO,16547,00113,11,Completa,Sierra,Sierra Sur,136.11644444444445,Pequeños y medianos productores/as agropecuarios/as,,¿Agrícola?,¿Pecuaria?,1.0,PAPA NATIVA,2615,CHUÑO,4109.0,1.0,000,ARROBA,01,11.5,0.0,000,,,,,1.0,000,0.0,000,
